Best Price,Best House,Make,Model,Detail,Size(s),Part ID,National,Spec Make,Texas Plumbing Supply,Spec Make,Ferguson,Spec Make,Reece,Spec Make,Winston Water Cooler,Spec Make,Texas Wholesale,Spec Make,PlumbingSupply.com,Spec Make,Moore Supply,Spec Make,Hughes Supply,Spec Make,Bruh,Winsupply,Spec Make,Other,Column 1,HIDDEN COLUMN FOR TWP CODES
$1.31 ,Texas Wholesale,Everflow,PEX Poly Fitting,POLY-ALLOY PEX CPLG CSA,"1""x3/4""",XP134COUP,,,,,,,,,,,$1.31 ,,,,,,,,,,,,,"1""x3/4"" POLY-ALLOY PEX CPLG CSA"
$0.66 ,Texas Wholesale,Everflow,PEX Poly Fitting,"POLY-ALLOY PEX 90 ELBOW CSA ""BULK""","1/2""",XP1290,,,,,,,,,,,$0.66 ,,,,,,,,,,,,,"1/2"" POLY-ALLOY PEX 90 ELBOW CSA ""BULK"""
$1.31 ,Texas Wholesale,Everflow,PEX Poly Fitting,"POLY-ALLOY PEX 90 ELBOW CSA ""BULK""","3/4""",XP3490,,,,,,,,,,,$1.31 ,,,,,,,,,,,,,"3/4"" POLY-ALLOY PEX 90 ELBOW CSA ""BULK"""
$2.90 ,Texas Wholesale,Everflow,PEX Poly Fitting,POLY-ALLOY PEX 90 ELBOW CSA,"1""",XP190,,,,,,,,,,,$2.90 ,,,,,,,,,,,,,"1"" POLY-ALLOY PEX 90 ELBOW CSA"
$1.13 ,Texas Wholesale,Everflow,PEX Poly Fitting,POLY-ALLOY PEX X MIPS 90 ELBOW CSA,"1/2""",XP12MA90,,,,,,,,,,,$1.13 ,,,,,,,,,,,,,"1/2"" POLY-ALLOY PEX X MIPS 90 ELBOW CSA"
$2.07 ,Texas Wholesale,Everflow,PEX Poly Fitting,POLY-ALLOY PEX X MIPS 90 ELBOW CSA,"3/4""",XP34MA90,,,,,,,,,,,$2.07 ,,,,,,,,,,,,,"3/4"" POLY-ALLOY PEX X MIPS 90 ELBOW CSA"
$0.89 ,Texas Wholesale,Everflow,PEX Poly Fitting,"POLY-ALLOY PEX TEE CSA ""BULK""","1/2""",XP12T,,,,,,,,,,,$0.89 ,,,,,,,,,,,,,"1/2"" POLY-ALLOY PEX TEE CSA ""BULK"""
$1.83 ,Texas Wholesale,Everflow,PEX Poly Fitting,"POLY-ALLOY PEX TEE CSA ""BULK""","3/4""",XP34T,,,,,,,,,,,$1.83 ,,,,,,,,,,,,,"3/4"" POLY-ALLOY PEX TEE CSA ""BULK"""
$3.74 ,Texas Wholesale,Everflow,PEX Poly Fitting,POLY-ALLOY PEX TEE CSA,"1""",XP1T,,,,,,,,,,,$3.74 ,,,,,,,,,,,,,"1"" POLY-ALLOY PEX TEE CSA"
$1.48 ,Texas Wholesale,Everflow,PEX Poly Fitting,"POLY-ALLOY PEX TEE CSA""BULK""","3/4""x3/4""x1/2""",XP3412T,,,,,,,,,,,$1.48 ,,,,,,,,,,,,,"3/4x3/4x1/2 POLY-ALLOY PEX TEE CSA""BULK"""
$1.48 ,Texas Wholesale,Everflow,PEX Poly Fitting,"POLY-ALLOY PEX TEE CSA""BULK""","3/4""x1/2""x3/4""",XP341234T,,,,,,,,,,,$1.48 ,,,,,,,,,,,,,"3/4x1/2x3/4 POLY-ALLOY PEX TEE CSA""BULK"""
$1.19 ,Texas Wholesale,Everflow,PEX Poly Fitting,"POLY-ALLOY PEX TEE CSA""BULK""","3/4""x1/2""1/2""",XP341212T,,,,,,,,,,,$1.19 ,,,,,,,,,,,,,"3/4x1/2x1/2 POLY-ALLOY PEX TEE CSA""BULK"""
$1.19 ,Texas Wholesale,Everflow,PEX Poly Fitting,POLY-ALLOY PEX TEE CSA,"1/2""x1/2""x3/4""",XP1234T,,,,,,,,,,,$1.19 ,,,,,,,,,,,,,"1/2""x1/2""x3/4"" POLY-ALLOY PEX TEE CSA"
$2.90 ,Texas Wholesale,Everflow,PEX Poly Fitting,POLY-ALLOY PEX TEE CSA,"1""x1""x3/4""",XP134T,,,,,,,,,,,$2.90 ,,,,,,,,,,,,,"1""x1""x3/4"" POLY-ALLOY PEX TEE CSA"
$2.77 ,Texas Wholesale,Everflow,PEX Poly Fitting,POLY-ALLOY PEX TEE CSA,"1""x1""x1/2""",XP112T,,,,,,,,,,,$2.77 ,,,,,,,,,,,,,"1""x1""x1/2"" POLY-ALLOY PEX TEE CSA"
$3.95 ,Texas Wholesale,Everflow,PEX Poly Fitting,POLY-ALLOY PEX TEE CSA,"1""x3/4""x1""",XP1341T,,,,,,,,,,,$3.95 ,,,,,,,,,,,,,"1""x3/4""x1"" POLY-ALLOY PEX TEE CSA"
$3.04 ,Texas Wholesale,Everflow,PEX Poly Fitting,POLY-ALLOY PEX TEE CSA,"1""x3/4""x3/4""",XP13434T,,,,,,,,,,,$3.04 ,,,,,,,,,,,,,"1""x3/4""x3/4"" POLY-ALLOY PEX TEE CSA"
$0.41 ,Texas Wholesale,Everflow,PEX Poly Fitting,"POLY-ALLOY PEX PLUG CSA ""BULK""","1/2""",XP12PLUG,,,,,,,,,,,$0.41 ,,,,,,,,,,,,,"1/2"" POLY-ALLOY PEX PLUG CSA ""BULK"""
$0.67 ,Texas Wholesale,Everflow,PEX Poly Fitting,"POLY-ALLOY PEX PLUG CSA ""BULK""","3/4""",XP34PLUG,,,,,,,,,,,$0.67 ,,,,,,,,,,,,,"3/4"" POLY-ALLOY PEX PLUG CSA ""BULK"""
$1.06 ,Texas Wholesale,Everflow,PEX Poly Fitting,POLY-ALLOY PEX PLUG CSA,"1""",XP1PLUG,,,,,,,,,,,$1.06 ,,,,,,,,,,,,,"1"" POLY-ALLOY PEX PLUG CSA"
$1.13 ,Texas Wholesale,Everflow,PEX Poly Fitting,POLY-ALLOY PEXxMIPS ADAPTER CSA,"1/2""",XP12MA,,,,,,,,,,,$1.13 ,,,,,,,,,,,,,"1/2"" POLY-ALLOY PEXxMIPS ADAPTER CSA"
$1.45 ,Texas Wholesale,Everflow,PEX Poly Fitting,POLY-ALLOY PEXxMIPS ADAPTER CSA,"3/4""",XP34MA,,,,,,,,,,,$1.45 ,,,,,,,,,,,,,"3/4"" POLY-ALLOY PEXxMIPS ADAPTER CSA"
$2.79 ,Texas Wholesale,Everflow,PEX Poly Fitting,POLY-ALLOY PEXxMIPS ADAPTER CSA,"1""",XP1MA,,,,,,,,,,,$2.79 ,,,,,,,,,,,,,"1"" POLY-ALLOY PEXxMIPS ADAPTER CSA"
$1.31 ,Texas Wholesale,Everflow,PEX Poly Fitting,POLY-ALLOY PEXxMIPS ADAPT.CSA,"1/2""x3/4""",XP1234MA,,,,,,,,,,,$1.31 ,,,,,,,,,,,,,"1/2""x3/4"" POLY-ALLOY PEXxMIPS ADAPT.CSA"
$1.31 ,Texas Wholesale,Everflow,PEX Poly Fitting,POLY-ALLOY PEXxMIPS ADAPT.CSA,"3/4""x1/2""",XP3412MA,,,,,,,,,,,$1.31 ,,,,,,,,,,,,,"3/4""x1/2"" POLY-ALLOY PEXxMIPS ADAPT.CSA"
$3.43 ,Texas Wholesale,Everflow,PEX Poly Pipe,10' STRAIGHT RED,"1/2""",X1210STICKR,,,,,,,,,,,$3.43 ,,,,,,,,,,,,,"10' STRAIGHT x 1/2"" RED"
$7.36 ,Texas Wholesale,Everflow,PEX Poly Pipe,20' STRAIGHT RED,"1/2""",X1220STICKR,,,,,,,,,,,$7.36 ,,,,,,,,,,,,,"20' STRAIGHT x 1/2"" RED"
$34.26 ,Texas Wholesale,Everflow,PEX Poly Pipe,100' COIL RED,"1/2""",X12100R,,,,,,,,,,,$34.26 ,,,,,,,,,,,,,"100' COIL x 1/2"" RED"
$102.79 ,Texas Wholesale,Everflow,PEX Poly Pipe,300' COIL RED,"1/2""",X12300R,,,,,,,,,,,$102.79 ,,,,,,,,,,,,,"300' COIL x 1/2"" RED"
$171.33 ,Texas Wholesale,Everflow,PEX Poly Pipe,500' COIL RED,"1/2""",X12500R,,,,,,,,,,,$171.33 ,,,,,,,,,,,,,"500' COIL x 1/2"" RED"
$6.43 ,Texas Wholesale,Everflow,PEX Poly Pipe,10' STRAIGHT RED,"3/4""",X3410STICKR,,,,,,,,,,,$6.43 ,,,,,,,,,,,,,"10' STRAIGHT x 3/4"" RED"
$13.78 ,Texas Wholesale,Everflow,PEX Poly Pipe,20' STRAIGHT RED,"3/4""",X3420STICKR,,,,,,,,,,,$13.78 ,,,,,,,,,,,,,"20' STRAIGHT x 3/4"" RED"
$64.25 ,Texas Wholesale,Everflow,PEX Poly Pipe,100' COIL RED,"3/4""",X34100R,,,,,,,,,,,$64.25 ,,,,,,,,,,,,,"100' COIL x 3/4"" RED"
$192.74 ,Texas Wholesale,Everflow,PEX Poly Pipe,300' COIL RED,"3/4""",X34300R,,,,,,,,,,,$192.74 ,,,,,,,,,,,,,"300' COIL x 3/4"" RED"
$321.23 ,Texas Wholesale,Everflow,PEX Poly Pipe,500' COIL RED,"3/4""",X34500R,,,,,,,,,,,$321.23 ,,,,,,,,,,,,,"500' COIL x 3/4"" RED"
$22.06 ,Texas Wholesale,Everflow,PEX Poly Pipe,20' STRAIGHT RED,"1""",X120STICKR,,,,,,,,,,,$22.06 ,,,,,,,,,,,,,"20' STRAIGHT x 1"" RED"
$102.79 ,Texas Wholesale,Everflow,PEX Poly Pipe,100' COIL RED,"1""",X1100R,,,,,,,,,,,$102.79 ,,,,,,,,,,,,,"100' COIL x 1"" RED"
$308.38 ,Texas Wholesale,Everflow,PEX Poly Pipe,300' COIL RED,"1""",X1300R,,,,,,,,,,,$308.38 ,,,,,,,,,,,,,"300' COIL x 1"" RED"
$3.43 ,Texas Wholesale,Everflow,PEX Poly Pipe,10' STRAIGHT BLUE,"1/2""",X1210STICKB,,,,,,,,,,,$3.43 ,,,,,,,,,,,,,"10' STRAIGHT x 1/2"" BLUE"
$7.36 ,Texas Wholesale,Everflow,PEX Poly Pipe,20' STRAIGHT BLUE,"1/2""",X1220STICKB,,,,,,,,,,,$7.36 ,,,,,,,,,,,,,"20' STRAIGHT x 1/2"" BLUE"
$34.26 ,Texas Wholesale,Everflow,PEX Poly Pipe,100' COIL BLUE,"1/2""",X12100B,,,,,,,,,,,$34.26 ,,,,,,,,,,,,,"100' COIL x 1/2"" BLUE"
$102.79 ,Texas Wholesale,Everflow,PEX Poly Pipe,300' COIL BLUE,"1/2""",X12300B,,,,,,,,,,,$102.79 ,,,,,,,,,,,,,"300' COIL x 1/2"" BLUE"
$171.33 ,Texas Wholesale,Everflow,PEX Poly Pipe,500' COIL BLUE,"1/2""",X12500B,,,,,,,,,,,$171.33 ,,,,,,,,,,,,,"500' COIL x 1/2"" BLUE"
$6.43 ,Texas Wholesale,Everflow,PEX Poly Pipe,10' STRAIGHT BLUE,"3/4""",X3410STICKB,,,,,,,,,,,$6.43 ,,,,,,,,,,,,,"10' STRAIGHT x3/4"" BLUE"
$13.78 ,Texas Wholesale,Everflow,PEX Poly Pipe,20' STRAIGHT BLUE,"3/4""",X3420STICKB,,,,,,,,,,,$13.78 ,,,,,,,,,,,,,"20' STRAIGHT x 3/4"" BLUE"
$64.25 ,Texas Wholesale,Everflow,PEX Poly Pipe,100' COIL BLUE,"3/4""",X34100B,,,,,,,,,,,$64.25 ,,,,,,,,,,,,,"100' COIL x 3/4"" BLUE"
$192.74 ,Texas Wholesale,Everflow,PEX Poly Pipe,300' COIL BLUE,"3/4""",X34300B,,,,,,,,,,,$192.74 ,,,,,,,,,,,,,"300' COIL x 3/4"" BLUE"
$321.23 ,Texas Wholesale,Everflow,PEX Poly Pipe,500' COIL BLUE,"3/4""",X34500B,,,,,,,,,,,$321.23 ,,,,,,,,,,,,,"500' COIL x 3/4"" BLUE"
$22.06 ,Texas Wholesale,Everflow,PEX Poly Pipe,20' STRAIGHT BLUE,"1""",X120STICKB,,,,,,,,,,,$22.06 ,,,,,,,,,,,,,"20' STRAIGHT x 1"" BLUE"
$102.79 ,Texas Wholesale,Everflow,PEX Poly Pipe,100' COIL BLUE,"1""",X1100B,,,,,,,,,,,$102.79 ,,,,,,,,,,,,,"100' COIL x 1"" BLUE"
$308.38 ,Texas Wholesale,Everflow,PEX Poly Pipe,300' COIL BLUE,"1""",X1300B,,,,,,,,,,,$308.38 ,,,,,,,,,,,,,"300' COIL x 1"" BLUE"
$513.96 ,Texas Wholesale,Everflow,PEX Poly Pipe,500' COIL BLUE,"1""",X1500B,,,,,,,,,,,$513.96 ,,,,,,,,,,,,,"500' COIL x 1"" BLUE"
$3.43 ,Texas Wholesale,Everflow,PEX Poly Pipe,10' STRAIGHT WHITE,"1/2""",X1210STICKW,,,,,,,,,,,$3.43 ,,,,,,,,,,,,,"10' STRAIGHT x 1/2"" WHITE"
$7.36 ,Texas Wholesale,Everflow,PEX Poly Pipe,20' STRAIGHT WHITE,"1/2""",X1220STICKW,,,,,,,,,,,$7.36 ,,,,,,,,,,,,,"20' STRAIGHT x 1/2"" WHITE"
$34.26 ,Texas Wholesale,Everflow,PEX Poly Pipe,100' COIL WHITE,"1/2""",X12100W,,,,,,,,,,,$34.26 ,,,,,,,,,,,,,"100' COIL x 1/2"" WHITE"
$102.79 ,Texas Wholesale,Everflow,PEX Poly Pipe,300' COIL WHITE,"1/2""",X12300W,,,,,,,,,,,$102.79 ,,,,,,,,,,,,,"300' COIL x 1/2"" WHITE"
$171.33 ,Texas Wholesale,Everflow,PEX Poly Pipe,500' COIL WHITE,"1/2""",X12500W,,,,,,,,,,,$171.33 ,,,,,,,,,,,,,"500' COIL x 1/2"" WHITE"
$6.43 ,Texas Wholesale,Everflow,PEX Poly Pipe,10' STRAIGHT WHITE,"3/4""",X3410STICKW,,,,,,,,,,,$6.43 ,,,,,,,,,,,,,"10' STRAIGHT x 3/4"" WHITE"
$13.78 ,Texas Wholesale,Everflow,PEX Poly Pipe,20' STRAIGHT WHITE,"3/4""",X3420STICKW,,,,,,,,,,,$13.78 ,,,,,,,,,,,,,"20' STRAIGHT x 3/4"" WHITE"
$64.25 ,Texas Wholesale,Everflow,PEX Poly Pipe,100' COIL WHITE,"3/4""",X34100W,,,,,,,,,,,$64.25 ,,,,,,,,,,,,,"100' COIL x 3/4"" WHITE"
$192.74 ,Texas Wholesale,Everflow,PEX Poly Pipe,300' COIL WHITE,"3/4""",X34300W,,,,,,,,,,,$192.74 ,,,,,,,,,,,,,"300' COIL x 3/4"" WHITE"
$321.23 ,Texas Wholesale,Everflow,PEX Poly Pipe,500' COIL WHITE,"3/4""",X34500W,,,,,,,,,,,$321.23 ,,,,,,,,,,,,,"500' COIL x 3/4"" WHITE"
$10.29 ,Texas Wholesale,Everflow,PEX Poly Pipe,10' STRAIGHT WHITE,"1""",X110STICKW,,,,,,,,,,,$10.29 ,,,,,,,,,,,,,"10' STRAIGHT x 1"" WHITE"
$22.06 ,Texas Wholesale,Everflow,PEX Poly Pipe,20' STRAIGHT WHITE,"1""",X120STICKW,,,,,,,,,,,$22.06 ,,,,,,,,,,,,,"20' STRAIGHT x 1"" WHITE"
$102.79 ,Texas Wholesale,Everflow,PEX Poly Pipe,100' COIL WHITE,"1""",X1100W,,,,,,,,,,,$102.79 ,,,,,,,,,,,,,"100' COIL x 1"" WHITE"
$308.38 ,Texas Wholesale,Everflow,PEX Poly Pipe,300' COIL WHITE,"1""",X1300W,,,,,,,,,,,$308.38 ,,,,,,,,,,,,,"300' COIL x 1"" WHITE"
$0.56 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"1/2""",B12COUP,,,,,,,,,,,$0.56 ,,,,,,,,,,,,,1/2 BLACK COUPLING
$0.67 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"3/4""",B34COUP,,,,,,,,,,,$0.67 ,,,,,,,,,,,,,3/4 BLACK COUPLING
$1.04 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"1""",B1COUP,,,,,,,,,,,$1.04 ,,,,,,,,,,,,,1 BLACK COUPLING
$1.34 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"1-1/4""",B114COUP,,,,,,,,,,,$1.34 ,,,,,,,,,,,,,1 1/4 BLACK COUPLING
$3.34 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"1-1/2""",B112COUP,,,,,,,,,,,$3.34 ,,,,,,,,,,,,,1 1/2 BLACK COUPLING
$4.86 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"2""",B2COUP,,,,,,,,,,,$4.86 ,,,,,,,,,,,,,2 BLACK COUPLING
$1.13 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"1/2""x3/8""",B1238RED,,,,,,,,,,,$1.13 ,,,,,,,,,,,,,1/2 X 3/8 BLACK COUPLING
$1.19 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"1/2""x1/4""",B1214RED,,,,,,,,,,,$1.19 ,,,,,,,,,,,,,1/2 X 1/4 BLACK COUPLING
$1.29 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"1/2""x1/8""",B1218RED,,,,,,,,,,,$1.29 ,,,,,,,,,,,,,1/2 X 1/8 BLACK COUPLING
$0.74 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"3/4""x1/2""",B3412RED,,,,,,,,,,,$0.74 ,,,,,,,,,,,,,3/4 X 1/2 BLACK COUPLING
$1.47 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"3/4""x3/8""",B3438RED,,,,,,,,,,,$1.47 ,,,,,,,,,,,,,3/4 X 3/8 BLACK COUPLING
$0.77 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"3/4""x1/4""",B3414RED,,,,,,,,,,,$0.77 ,,,,,,,,,,,,,3/4 X 1/4 BLACK COUPLING
$1.51 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"3/4""x1/8""",B3418RED,,,,,,,,,,,$1.51 ,,,,,,,,,,,,,3/4 X 1/8 BLACK COUPLING
$1.06 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"1""x3/4""",B134RED,,,,,,,,,,,$1.06 ,,,,,,,,,,,,,1 X 3/4 BLACK COUPLING
$1.07 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"1""x1/2""",B1X12RED,,,,,,,,,,,$1.07 ,,,,,,,,,,,,,1 X 1/2 BLACK COUPLING
$2.32 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"1""x1/8""",B118RED,,,,,,,,,,,$2.32 ,,,,,,,,,,,,,1 X 3/8 BLACK COUPLING
$1.18 ,Texas Wholesale,BMI,Black Iron Fitting,,"1""x1/4""",B1X14RED,,,,,,,,,,,$1.18 ,,,,,,,,,,,,,1 X 1/4 BLACK COUPLING
$1.52 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"1-1/4""x1""",B1141RED,,,,,,,,,,,$1.52 ,,,,,,,,,,,,,1 1/4 X 1 BLACK COUPLING
$1.58 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"1-1/4""x3/4""",B11434RED,,,,,,,,,,,$1.58 ,,,,,,,,,,,,,1 1/4 X 3/4 BLACK COUPLING
$1.53 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"1-1/4""x1/2""",B11412RED,,,,,,,,,,,$1.53 ,,,,,,,,,,,,,1 1/4 X 1/2 BLACK COUPLING
$3.15 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"1-1/2""x1-1/4""",B112114RED,,,,,,,,,,,$3.15 ,,,,,,,,,,,,,1 1/2 X 1 1/4 BLACK COUPLING
$3.66 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"1-1/2""x1""",B1121RED,,,,,,,,,,,$3.66 ,,,,,,,,,,,,,1 1/2 X 1 BLACK COUPLING
$4.12 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"1-1/2""x3/4""",B11234RED,,,,,,,,,,,$4.12 ,,,,,,,,,,,,,1 1/2 X 3/4 BLACK COUPLING
$3.66 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"1-1/2""x1/2""",B11212RED,,,,,,,,,,,$3.66 ,,,,,,,,,,,,,1 1/2 X 1/2 BLACK COUPLING
$4.58 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"2""x1-1/2""",B2112RED,,,,,,,,,,,$4.58 ,,,,,,,,,,,,,2 X 1 1/2 BLACK COUPLING
$5.24 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"2""x1-1/4""",B2114RED,,,,,,,,,,,$5.24 ,,,,,,,,,,,,,2 X 1 1/4 BLACK COUPLING
$4.96 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"2""x1""",B21RED,,,,,,,,,,,$4.96 ,,,,,,,,,,,,,2 X 1 BLACK COUPLING
$5.24 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"2""x3/4""",B234RED,,,,,,,,,,,$5.24 ,,,,,,,,,,,,,2 X 3/4 BLACK COUPLING
$5.96 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK COUPLING,"2""x1/2""",B212RED,,,,,,,,,,,$5.96 ,,,,,,,,,,,,,2 X 1/2 BLACK COUPLING
$3.22 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK EXTENTION PIECE,"1/2""",B12EXT,,,,,,,,,,,$3.22 ,,,,,,,,,,,,,1/2 (MXF)BLACK EXTENTION PIECE
$2.60 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK UNION,"1/2""",B12U,,,,,,,,,,,$2.60 ,,,,,,,,,,,,,1/2 BLACK UNION
$3.31 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK UNION,"3/4""",B34U,,,,,,,,,,,$3.31 ,,,,,,,,,,,,,3/4 BLACK UNION
$3.88 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK UNION,"1""",B1U,,,,,,,,,,,$3.88 ,,,,,,,,,,,,,1 BLACK UNION
$7.84 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK UNION,"1-1/4""",B114U,,,,,,,,,,,$7.84 ,,,,,,,,,,,,,1 1/4 BLACK UNION
$10.47 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK UNION,"1-1/2""",B112U,,,,,,,,,,,$10.47 ,,,,,,,,,,,,,1 1/2 BLACK UNION
$15.68 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK UNION,"2""",B2U,,,,,,,,,,,$15.68 ,,,,,,,,,,,,,2 BLACK UNION
$1.44 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK HEXO BUSHING,"1/2""x3/8""",B1238BUSH,,,,,,,,,,,$1.44 ,,,,,,,,,,,,,1/2 X 3/8 BLACK HEXO BUSHING
$1.44 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK HEXO BUSHING,"1/2""x1/4""",B1214BUSH,,,,,,,,,,,$1.44 ,,,,,,,,,,,,,1/2 X 1/4 BLACK HEXO BUSHING
$1.44 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK HEXO BUSHING,"1/2""x1/8""",B1218BUSH,,,,,,,,,,,$1.44 ,,,,,,,,,,,,,1/2 X 1/8 BLACK HEXO BUSHING
$1.30 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK HEXO BUSHING,"3/4""x1/2""",B3412BUSH,,,,,,,,,,,$1.30 ,,,,,,,,,,,,,3/4 X 1/2 BLACK HEXO BUSHING
$1.41 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK HEXO BUSHING,"3/4""x3/8""",B3438BUSH,,,,,,,,,,,$1.41 ,,,,,,,,,,,,,3/4 X 3/8 BLACK HEXO BUSHING
$1.41 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK HEXO BUSHING,"3/4""x1/4""",B3414BUSH,,,,,,,,,,,$1.41 ,,,,,,,,,,,,,3/4 X 1/4 BLACK HEXO BUSHING
$1.41 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK HEXO BUSHING,"3/4""x1/8""",B3418BUSH,,,,,,,,,,,$1.41 ,,,,,,,,,,,,,3/4 X 1/8 BLACK HEXO BUSHING
$1.35 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK HEXO BUSHING,"1""x3/4""",B134BUSH,,,,,,,,,,,$1.35 ,,,,,,,,,,,,,1 X 3/4 BLACK HEXO BUSHING
$1.35 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK HEXO BUSHING,"1""x1/2""",B112BUSH,,,,,,,,,,,$1.35 ,,,,,,,,,,,,,1 X 1/2 BLACK HEXO BUSHING
$1.80 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK HEXI BUSHING,"1""x3/8""",B138BUSH,,,,,,,,,,,$1.80 ,,,,,,,,,,,,,1 X 3/8 BLACK HEXI BUSHING
$1.75 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK HEXI BUSHING,"1""x1/4""",B114BUSH,,,,,,,,,,,$1.75 ,,,,,,,,,,,,,1 X 1/4 BLACK HEXI BUSHING
$1.64 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK HEXI BUSHING,"1""x1/8""",B118BUSH,,,,,,,,,,,$1.64 ,,,,,,,,,,,,,1 X 1/8 BLACK HEXI BUSHING
$1.74 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK HEXO BUSHING,"1-1/4""x1""",B1141BUSH,,,,,,,,,,,$1.74 ,,,,,,,,,,,,,1 1/4 X 1 BLACK HEXO BUSHING
$1.74 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK HEXO BUSHING,"1-1/4""x3/4""",B11434BUSH,,,,,,,,,,,$1.74 ,,,,,,,,,,,,,1 1/4 X 3/4 BLACK HEXO BUSHING
$1.93 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK HEXI BUSHING,"1-1/4""x1/2""",B11412BUSH,,,,,,,,,,,$1.93 ,,,,,,,,,,,,,1 1/4 X 1/2 BLACK HEXI BUSHING
$2.02 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK HEXI BUSHING,"1-1/4""x3/8""",B11438BUSH,,,,,,,,,,,$2.02 ,,,,,,,,,,,,,1 1/4 X 3/8 BLACK HEXI BUSHING
$2.27 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK HEXI BUSHING,"1-1/4""x1/4""",B11414BUSH,,,,,,,,,,,$2.27 ,,,,,,,,,,,,,1 1/4 X 1/4 BLACK HEXI BUSHING
$2.20 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK HEXO BUSHING,"1-1/2""x1-1/4""",B112114BUSH,,,,,,,,,,,$2.20 ,,,,,,,,,,,,,1 1/2 X 1 1/4 BLACK HEXO BUSHING
$1.93 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK HEXO BUSHING,"1-1/2""x1""",B1121BUSH,,,,,,,,,,,$1.93 ,,,,,,,,,,,,,1 1/2 X 1 BLACK HEXO BUSHING
$2.20 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK HEXI BUSHING,"1-1/2""x3/4""",B11234BUSH,,,,,,,,,,,$2.20 ,,,,,,,,,,,,,1 1/2 X 3/4 BLACK HEXI BUSHING
$2.20 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK HEXI BUSHING,"1-1/2""x1/2""",B11212BUSH,,,,,,,,,,,$2.20 ,,,,,,,,,,,,,1 1/2 X 1/2 BLACK HEXI BUSHING
$2.66 ,Texas Wholesale,BMI,Black Iron Fitting,BLACK HEXI BUSHING,"1-1/2""x3/8""",B11238BUSH,,,,,,,,,,,$2.66 ,,,,,,,,,,,,,1 1/2 X 3/8 BLACK HEXI BUSHING
